gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1,False,3.38,0,0,570.0,4.0,9,2
0,False,3.26,1,4,570.0,5.0,10,2
0,False,3.03,2,3,610.0,7.0,13,2
1,True,3.31,2,5,650.0,6.0,4,2
0,False,3.18,1,1,650.0,5.0,13,2
1,False,3.23,1,2,730.0,6.0,11,2
1,False,3.29,2,4,640.0,4.0,5,2
1,False,3.03,2,4,570.0,4.0,10,2
1,False,3.38,0,4,590.0,3.0,10,2
1,True,3.28,0,5,660.0,4.0,3,1
1,False,3.12,0,2,600.0,5.0,1,2
1,False,3.39,2,4,650.0,5.0,9,2
1,False,2.98,0,4,570.0,5.0,10,2
1,True,3.21,1,5,730.0,3.0,1,0
1,False,3.18,0,0,640.0,7.0,9,2
1,True,3.34,1,5,730.0,7.0,1,0
1,False,3.05,1,1,590.0,5.0,13,2
1,False,3.28,1,0,660.0,5.0,8,2
1,False,3.54,1,0,670.0,6.0,3,2
0,False,3.35,1,2,630.0,5.0,10,2
1,True,3.23,1,5,570.0,6.0,1,2
1,False,3.29,1,2,660.0,4.0,13,2
1,False,3.12,2,1,650.0,6.0,5,2
1,True,2.98,1,5,610.0,3.0,10,2
0,True,2.99,0,5,590.0,7.0,9,2
1,True,3.37,1,5,630.0,6.0,13,2
1,False,3.29,1,1,640.0,5.0,1,2
0,False,3.25,2,4,600.0,5.0,4,2
0,True,3.52,0,5,610.0,5.0,1,2
1,False,3.33,0,4,710.0,5.0,10,1
1,False,3.16,0,1,570.0,6.0,10,2
1,False,3.36,0,1,630.0,5.0,10,2
0,False,3.2,2,4,610.0,4.0,1,0
0,True,3.18,2,5,650.0,3.0,11,2
0,False,3.08,2,3,640.0,5.0,3,2
0,False,3.28,2,2,660.0,5.0,10,2
0,False,3.27,2,4,660.0,5.0,3,2
1,False,3.22,1,0,620.0,5.0,10,2
0,True,3.08,0,5,660.0,4.0,9,2
1,False,3.59,2,0,730.0,4.0,5,2
0,False,3.07,2,0,630.0,5.0,13,1
1,True,2.99,0,5,570.0,4.0,8,2
0,False,3.33,1,0,690.0,8.0,1,2
1,False,3.16,0,4,620.0,5.0,10,2
0,False,3.28,2,4,640.0,5.0,4,2
0,False,3.36,1,0,710.0,6.0,8,0
0,False,3.32,1,1,670.0,6.0,10,2
1,True,3.58,0,5,730.0,6.0,9,0
0,False,3.55,2,4,680.0,5.0,3,0
1,False,3.01,1,2,590.0,6.0,10,2
1,False,3.15,1,2,570.0,5.0,4,2
1,False,3.08,1,1,690.0,6.0,8,2
0,False,3.24,2,1,640.0,5.0,5,2
1,False,3.25,1,0,620.0,6.0,13,2
1,True,3.27,2,5,710.0,3.0,8,2
1,False,3.31,2,3,680.0,3.0,10,0
0,False,3.32,0,2,670.0,6.0,5,2
1,False,3.45,0,2,770.0,5.0,3,2
1,True,3.35,2,5,680.0,6.0,6,2
1,True,3.35,2,5,690.0,5.0,9,0
1,False,3.07,0,4,570.0,4.0,10,2
1,True,3.3,0,5,620.0,5.0,11,2
1,False,3.12,2,1,660.0,6.0,3,2
0,False,3.19,2,1,610.0,4.0,5,2
1,False,2.82,2,0,570.0,6.0,9,2
0,False,3.21,0,0,580.0,4.0,1,2
1,True,3.19,2,5,720.0,5.0,1,2
1,False,3.25,2,0,640.0,6.0,8,2
1,False,3.41,1,4,640.0,6.0,3,2
0,False,3.19,2,4,680.0,4.0,8,2
1,False,3.41,2,1,670.0,6.0,8,2
1,False,3.2,1,4,670.0,6.0,9,2
0,False,3.48,0,0,640.0,5.0,10,2
1,False,3.15,1,4,580.0,5.0,1,2
0,False,3.24,1,1,670.0,6.0,13,2
1,False,3.14,0,1,660.0,3.0,6,2
1,False,3.43,0,0,760.0,5.0,5,2
1,False,3.25,1,0,580.0,7.0,1,2
1,False,3.21,1,4,620.0,3.0,1,2
1,False,3.25,1,4,680.0,4.0,1,2
1,False,3.19,2,0,740.0,5.0,3,2
0,True,3.26,0,5,620.0,5.0,1,2
1,False,3.39,1,0,630.0,5.0,10,2
1,False,3.18,1,1,600.0,4.0,10,2
0,False,3.45,0,0,780.0,7.0,1,2
0,False,3.36,0,1,680.0,4.0,8,0
1,False,3.23,2,1,660.0,6.0,9,2
1,False,3.33,2,0,680.0,5.0,1,2
1,False,3.22,2,4,640.0,4.0,1,2
1,False,3.07,2,1,580.0,4.0,1,2
0,True,3.0,0,5,650.0,4.0,3,2
0,False,3.16,0,4,630.0,4.0,1,1
1,False,3.25,0,1,670.0,7.0,1,0
1,False,3.09,1,1,680.0,5.0,5,2
1,False,3.1,0,0,630.0,5.0,5,2
1,False,3.13,0,2,700.0,7.0,1,2
0,False,3.3,1,2,670.0,4.0,8,0
0,False,3.16,2,1,590.0,4.0,6,2
0,True,3.37,0,5,670.0,4.0,8,0
1,False,2.87,1,4,580.0,6.0,13,2
0,True,3.36,0,5,660.0,7.0,13,2
0,True,3.38,0,5,650.0,4.0,3,2
1,False,3.1,2,4,620.0,4.0,9,2
1,False,3.03,1,2,590.0,6.0,9,2
1,False,3.49,1,3,710.0,5.0,3,2
0,True,3.36,2,5,760.0,5.0,3,0
0,True,3.15,2,5,670.0,5.0,9,2
1,False,3.37,1,0,710.0,4.0,13,2
1,False,3.16,0,1,660.0,5.0,1,2
0,False,3.41,0,4,690.0,4.0,1,0
1,False,3.24,2,4,630.0,6.0,1,2
1,False,3.48,2,0,680.0,5.0,1,2
0,False,3.26,2,0,610.0,6.0,10,2
0,False,3.5,1,0,750.0,3.0,12,0
0,False,3.11,1,2,640.0,5.0,4,2
1,True,3.37,0,5,640.0,5.0,10,2
1,True,3.43,0,5,700.0,5.0,13,0
1,False,3.26,0,1,660.0,5.0,13,0
1,True,3.0,2,5,620.0,5.0,8,2
0,False,3.12,1,1,600.0,8.0,1,2
0,True,3.43,0,5,620.0,4.0,1,2
0,False,3.38,1,4,660.0,6.0,10,2
1,False,3.0,2,0,590.0,5.0,1,2
1,False,3.36,1,4,690.0,4.0,8,2
1,False,3.38,0,4,690.0,4.0,8,0
1,False,3.35,2,0,640.0,5.0,13,2
1,True,3.5,0,5,710.0,4.0,13,0
1,False,3.49,0,1,620.0,4.0,2,2
1,False,3.48,1,1,650.0,7.0,1,2
0,False,3.11,2,0,660.0,5.0,13,2
1,False,3.35,2,4,650.0,6.0,4,2
1,False,3.39,0,2,680.0,4.0,10,2
1,False,3.52,2,0,700.0,5.0,5,2
1,False,3.32,1,4,750.0,6.0,1,0
1,False,3.29,0,1,650.0,5.0,10,2
1,False,3.37,0,2,690.0,5.0,8,2
1,True,3.23,2,5,620.0,5.0,13,2
1,False,3.44,0,4,740.0,6.0,10,2
1,False,3.02,1,0,590.0,6.0,10,2
0,True,3.32,2,5,620.0,4.0,1,2
0,True,3.04,0,5,630.0,5.0,1,2
1,False,3.51,1,4,700.0,6.0,1,0
0,True,3.12,2,5,700.0,4.0,4,2
0,False,3.45,2,4,750.0,5.0,9,0
1,False,3.59,2,4,780.0,4.0,1,0
1,False,2.98,2,0,570.0,5.0,0,2
0,False,3.48,1,1,710.0,5.0,1,1
0,True,3.21,0,5,630.0,3.0,10,2
1,False,3.1,2,4,660.0,5.0,5,2
1,False,3.28,1,0,600.0,5.0,4,2
0,False,3.24,2,0,660.0,4.0,13,2
0,True,2.96,1,5,630.0,4.0,8,2
0,False,3.29,1,3,680.0,6.0,5,0
0,False,3.05,2,1,620.0,5.0,8,2
0,False,3.22,2,4,590.0,5.0,2,2
1,False,3.53,0,4,670.0,6.0,6,0
1,False,3.25,2,0,660.0,6.0,8,2
1,True,3.2,1,5,570.0,4.0,11,2
0,False,3.31,0,1,660.0,4.0,1,1
1,False,3.5,1,1,700.0,5.0,9,0
1,True,3.49,0,5,690.0,6.0,10,2
1,False,3.53,0,4,750.0,5.0,10,0
0,False,3.18,2,2,680.0,7.0,1,2
1,False,3.32,1,0,570.0,6.0,3,2
1,False,3.44,0,0,600.0,5.0,4,2
1,False,3.38,2,1,650.0,5.0,10,2
1,True,3.04,0,5,600.0,6.0,10,2
1,False,2.95,0,4,630.0,4.0,8,2
0,False,3.46,0,4,710.0,5.0,10,0
0,False,2.99,1,4,600.0,5.0,1,2
1,True,3.0,0,5,620.0,5.0,13,2
1,False,3.2,0,1,720.0,5.0,12,2
1,False,3.27,1,2,690.0,5.0,13,2
1,False,3.07,2,4,580.0,4.0,5,2
1,False,3.47,1,1,680.0,4.0,1,2
1,True,3.46,1,5,680.0,5.0,13,2
1,False,3.24,2,4,680.0,5.0,1,2
1,False,3.0,1,0,610.0,4.0,5,2
0,False,3.13,2,0,620.0,4.0,9,2
1,False,3.3,1,4,610.0,5.0,1,2
0,False,3.02,2,1,660.0,4.0,1,2
1,False,3.51,2,0,600.0,6.0,1,2
1,False,3.27,1,4,660.0,6.0,10,2
1,True,3.12,1,5,600.0,6.0,1,2
1,False,3.37,1,3,700.0,4.0,13,2
0,False,3.16,1,4,680.0,4.0,1,2
1,True,3.21,1,5,620.0,4.0,5,2
0,False,3.21,0,0,700.0,6.0,1,2
1,True,3.1,1,5,640.0,5.0,13,2
1,False,2.96,0,0,630.0,3.0,3,2
1,False,3.16,0,0,590.0,5.0,11,2
1,False,3.27,2,2,680.0,6.0,8,2
0,False,3.11,2,1,600.0,5.0,1,2
0,True,2.9,2,5,650.0,5.0,13,1
1,False,3.47,1,1,740.0,6.0,1,0
0,True,3.2,1,5,680.0,8.0,6,2
0,False,3.05,0,3,680.0,5.0,1,2
1,True,3.5,0,5,660.0,3.0,4,0
0,True,2.96,2,5,600.0,5.0,3,2
0,False,3.22,1,0,570.0,7.0,9,2
1,False,3.06,1,4,620.0,5.0,13,2
0,False,3.35,2,1,710.0,5.0,4,2
0,True,3.27,2,5,610.0,4.0,10,2
0,False,3.15,0,1,650.0,5.0,10,2
1,True,3.17,2,5,600.0,4.0,5,2
1,False,3.32,0,4,660.0,7.0,1,2
1,True,3.17,2,5,590.0,6.0,1,2
1,False,3.26,1,1,620.0,4.0,1,2
1,False,3.43,2,4,780.0,5.0,1,2
0,True,3.28,0,5,680.0,3.0,1,2
1,True,3.28,1,5,650.0,5.0,1,2
1,True,3.6,0,5,780.0,5.0,4,0
1,False,3.26,1,0,640.0,6.0,9,2
0,False,2.95,2,1,570.0,4.0,7,2
0,False,3.19,1,3,640.0,6.0,1,1
0,False,3.39,0,2,640.0,4.0,3,2
1,True,3.38,1,5,640.0,4.0,3,2
1,False,2.98,0,1,570.0,5.0,3,2
0,False,3.24,0,4,640.0,4.0,8,2
1,False,3.15,1,0,600.0,2.0,5,2
1,False,3.37,2,3,580.0,4.0,1,2
1,False,3.08,2,0,640.0,5.0,1,2
1,False,3.03,2,0,570.0,5.0,1,2
1,False,3.29,1,1,670.0,6.0,13,2
0,False,3.43,0,1,640.0,4.0,5,2
1,False,3.25,0,3,640.0,5.0,13,2
1,True,3.36,1,5,730.0,5.0,7,2
1,False,3.32,1,0,720.0,5.0,3,2
1,False,2.96,2,0,580.0,5.0,4,2
1,True,3.16,1,5,680.0,5.0,1,2
0,False,3.34,1,0,660.0,6.0,11,0
1,False,3.1,0,0,720.0,5.0,13,2
1,False,3.34,2,0,640.0,6.0,0,2
1,True,3.13,1,5,700.0,5.0,13,2
0,False,3.38,1,2,680.0,3.0,13,0
1,True,3.15,1,5,570.0,6.0,3,2
1,False,3.31,2,1,680.0,6.0,10,2
1,True,3.29,1,5,620.0,4.0,1,2
1,False,3.14,1,4,640.0,4.0,1,2
1,True,3.13,2,5,660.0,5.0,8,2
1,True,3.42,1,5,710.0,3.0,5,2
1,False,3.47,2,4,750.0,4.0,10,2
0,True,3.37,0,5,740.0,4.0,1,2
0,False,3.25,2,4,720.0,6.0,10,2
0,False,3.12,1,4,660.0,6.0,1,2
0,False,3.37,0,1,650.0,7.0,4,2
0,False,3.12,2,4,570.0,5.0,10,2
1,False,3.29,0,4,650.0,6.0,10,2
1,False,3.17,2,0,670.0,6.0,10,2
1,False,3.2,2,1,670.0,4.0,0,2
1,False,3.26,2,0,710.0,6.0,6,0
1,True,3.2,0,5,640.0,4.0,9,2
1,False,3.34,2,4,750.0,6.0,9,2
1,True,3.29,1,5,640.0,5.0,13,2
1,True,3.2,0,5,750.0,4.0,1,2
1,False,3.34,0,0,590.0,5.0,10,2
1,False,3.44,1,4,630.0,6.0,10,2
0,False,3.24,2,0,670.0,4.0,1,0
1,False,3.31,1,1,660.0,4.0,3,2
0,False,3.03,2,4,640.0,5.0,6,1
1,True,3.29,1,5,760.0,4.0,0,2
0,False,3.2,2,4,680.0,6.0,8,2
1,True,3.4,1,5,730.0,5.0,8,2
0,False,3.1,2,0,650.0,5.0,1,2
1,False,3.2,2,0,650.0,6.0,10,2
1,False,3.27,1,0,690.0,3.0,1,2
1,False,3.14,2,0,610.0,5.0,5,2
0,False,3.1,1,2,660.0,5.0,1,2
0,True,3.21,0,5,610.0,6.0,1,2
0,True,3.2,2,5,630.0,4.0,8,2
1,True,3.46,0,5,640.0,5.0,11,2
0,False,3.59,1,4,740.0,5.0,9,0
0,False,3.26,2,4,650.0,6.0,1,0
1,False,3.19,1,1,620.0,6.0,4,2
0,True,3.17,2,5,650.0,4.0,13,2
1,True,3.4,2,5,680.0,6.0,10,0
0,True,3.24,2,5,680.0,6.0,5,0
1,False,2.95,0,1,610.0,4.0,3,2
1,False,3.54,0,4,780.0,5.0,2,0
1,False,3.37,2,1,650.0,5.0,13,2
1,False,3.35,1,1,590.0,5.0,13,2
1,True,3.26,2,5,600.0,6.0,8,2
0,False,3.16,1,0,670.0,3.0,3,2
0,False,3.21,0,2,570.0,6.0,1,2
0,False,3.27,0,4,660.0,4.0,4,0
0,False,3.09,0,1,570.0,7.0,10,2
1,False,3.33,1,1,690.0,6.0,10,2
1,False,3.63,0,4,720.0,5.0,13,0
0,False,3.58,2,0,700.0,4.0,10,0
0,True,3.11,0,5,600.0,5.0,1,2
1,True,2.91,2,5,580.0,3.0,10,2
1,False,3.12,0,2,570.0,5.0,5,2
0,True,3.24,2,5,670.0,5.0,7,2
1,False,2.99,2,1,670.0,5.0,8,2
1,False,3.44,0,4,740.0,5.0,3,2
1,True,3.39,0,5,780.0,5.0,13,2
1,False,3.32,2,1,680.0,6.0,4,2
1,True,3.28,2,5,660.0,3.0,10,0
1,False,3.01,1,0,610.0,4.0,10,2
0,False,3.4,1,0,650.0,6.0,0,2
1,False,3.33,0,1,640.0,4.0,4,2
1,False,3.43,1,4,740.0,5.0,5,0
1,False,3.22,1,2,740.0,5.0,9,2
0,False,3.04,0,1,570.0,5.0,13,2
0,False,3.56,1,1,630.0,6.0,1,2
1,False,2.99,1,2,620.0,6.0,9,2
0,False,3.11,1,4,650.0,5.0,8,2
1,False,3.1,1,4,630.0,4.0,5,2
1,True,3.56,2,5,720.0,5.0,3,2
1,True,3.19,1,5,720.0,4.0,8,2
0,False,3.43,1,1,670.0,5.0,1,0
1,False,3.38,2,4,770.0,4.0,8,0
1,True,3.27,1,5,760.0,6.0,1,2
0,True,3.19,1,5,650.0,6.0,1,2
1,False,3.46,1,1,690.0,7.0,3,2
1,False,3.17,0,0,660.0,6.0,1,2
1,False,3.16,0,2,640.0,4.0,1,2
1,False,3.08,0,2,600.0,6.0,5,2
0,False,3.27,1,0,720.0,5.0,8,2
1,True,3.41,1,5,640.0,5.0,10,2
1,False,3.37,2,4,610.0,6.0,5,2
1,True,3.16,1,5,610.0,5.0,8,2
0,False,3.14,0,4,600.0,3.0,8,0
0,False,2.98,2,4,640.0,3.0,9,1
1,False,3.28,0,1,610.0,6.0,10,2
0,False,3.39,2,1,610.0,6.0,6,2
1,True,3.33,1,5,610.0,6.0,10,2
1,False,3.19,1,4,690.0,7.0,13,2
0,True,3.14,0,5,650.0,4.0,6,2
1,True,2.94,1,5,570.0,6.0,4,2
1,False,3.22,1,0,580.0,4.0,8,2
1,True,3.58,0,5,720.0,3.0,13,2
1,True,3.2,0,5,720.0,5.0,5,2
1,False,3.32,1,4,630.0,5.0,1,2
1,False,3.33,2,1,680.0,3.0,1,2
0,True,3.16,2,5,590.0,5.0,9,2
1,True,3.27,2,5,710.0,5.0,9,2
1,True,3.36,0,5,620.0,5.0,10,2
0,False,3.41,1,0,690.0,7.0,9,2
0,False,3.25,2,4,660.0,5.0,13,2
1,False,3.35,2,2,640.0,6.0,8,2
0,False,3.22,2,1,630.0,3.0,1,2
1,True,3.01,1,5,670.0,6.0,13,2
0,True,3.09,2,5,660.0,5.0,6,2
1,False,3.0,2,2,610.0,6.0,3,2
0,False,3.15,2,1,610.0,5.0,1,2
1,False,3.41,1,1,650.0,6.0,6,2
0,False,3.23,2,0,610.0,5.0,8,0
0,True,3.11,0,5,640.0,4.0,4,2
1,False,3.43,0,4,650.0,5.0,1,2
0,True,3.39,2,5,660.0,3.0,10,2
1,True,3.32,0,5,620.0,5.0,10,2
0,True,3.3,0,5,710.0,5.0,13,0
1,False,3.17,0,1,630.0,5.0,1,2
0,False,3.08,0,4,590.0,6.0,9,2
1,True,3.36,1,5,690.0,6.0,10,0
0,False,3.32,0,4,650.0,8.0,1,2
0,False,3.25,0,4,630.0,3.0,3,2
1,True,3.22,1,5,650.0,5.0,8,2
1,True,3.34,2,5,700.0,6.0,8,2
0,True,3.07,1,5,600.0,6.0,13,2
0,False,3.23,0,1,660.0,6.0,1,0
1,False,3.23,2,0,710.0,4.0,10,2
1,True,3.28,1,5,650.0,5.0,1,2
1,False,3.2,0,1,620.0,5.0,4,2
1,False,3.27,2,4,590.0,7.0,8,2
1,False,3.11,1,1,680.0,4.0,8,2
1,False,3.06,1,2,660.0,4.0,1,2
0,False,3.46,0,1,780.0,6.0,8,2
1,False,3.35,1,0,610.0,6.0,11,2
1,False,3.37,2,0,610.0,6.0,3,2
1,False,3.22,1,0,700.0,5.0,1,2
1,False,3.06,1,4,670.0,5.0,13,2
0,True,3.41,1,5,670.0,6.0,11,0
1,True,3.15,0,5,600.0,5.0,8,2
1,False,3.51,0,1,780.0,4.0,1,0
1,False,3.2,2,1,730.0,6.0,1,2
0,False,3.4,0,2,780.0,5.0,13,0
0,False,3.53,1,4,690.0,6.0,10,2
1,True,3.25,2,5,670.0,8.0,3,2
1,False,3.47,2,4,660.0,7.0,10,2
1,False,3.37,2,0,710.0,5.0,8,2
1,True,3.44,1,5,750.0,5.0,9,2
1,False,3.56,1,0,700.0,6.0,13,0
0,True,3.3,1,5,620.0,1.0,10,2
1,False,3.2,1,4,660.0,5.0,13,2
1,False,3.29,0,4,710.0,4.0,8,2
0,False,3.46,2,1,580.0,5.0,10,2
1,False,3.14,2,2,640.0,4.0,1,2
1,False,3.24,1,0,640.0,6.0,3,2
0,False,3.15,1,4,570.0,4.0,10,2
1,False,3.42,0,2,660.0,6.0,9,2
1,False,3.06,1,4,660.0,5.0,1,2
1,False,3.39,2,2,670.0,6.0,9,2
1,False,3.19,1,4,580.0,5.0,10,2
1,True,3.2,2,5,710.0,5.0,1,2
1,False,3.52,0,0,730.0,6.0,10,2
1,False,3.33,2,2,630.0,5.0,3,2
0,True,3.23,1,5,590.0,4.0,1,2
0,False,3.41,0,0,660.0,5.0,1,0
1,False,3.42,2,2,690.0,4.0,4,2
1,True,3.12,0,5,630.0,4.0,3,2
1,False,3.22,0,4,680.0,5.0,10,0
1,True,3.59,2,5,670.0,5.0,1,2
1,False,3.21,1,1,690.0,5.0,7,2
0,False,3.26,1,2,670.0,5.0,5,2
1,False,3.3,0,2,670.0,5.0,13,2
1,False,3.41,1,0,670.0,6.0,3,0
0,False,3.23,0,4,670.0,5.0,11,2
1,False,3.2,2,4,650.0,6.0,10,2
0,False,3.35,2,1,720.0,5.0,1,0
1,False,3.27,0,0,610.0,4.0,1,2
1,False,3.22,0,4,610.0,7.0,1,2
1,True,3.15,0,5,640.0,4.0,1,2
0,False,3.19,2,1,570.0,4.0,5,2
1,False,3.55,0,2,660.0,4.0,13,0
0,False,3.36,1,1,670.0,4.0,6,0
1,True,3.01,2,5,580.0,7.0,1,2
0,False,3.52,1,2,740.0,4.0,13,2
1,False,3.01,1,4,670.0,3.0,9,2
0,False,3.19,2,4,660.0,6.0,1,2
1,False,3.24,1,0,660.0,3.0,1,2
1,True,3.22,1,5,670.0,4.0,9,2
1,False,3.4,0,4,750.0,6.0,10,2
1,False,3.08,1,0,640.0,5.0,13,2
1,False,2.9,2,1,630.0,4.0,1,2
0,False,3.07,2,4,640.0,5.0,13,2
0,False,3.2,2,0,630.0,6.0,3,2
1,True,3.18,1,5,650.0,5.0,1,2
0,False,3.03,1,0,590.0,5.0,1,0
1,False,3.5,2,0,690.0,3.0,9,0
0,True,3.0,2,5,570.0,5.0,1,2
0,True,3.17,0,5,650.0,5.0,11,2
0,True,3.17,2,5,700.0,5.0,10,2
0,False,3.57,2,2,690.0,4.0,10,2
1,False,3.07,2,4,570.0,6.0,3,2
1,False,2.95,0,0,590.0,5.0,6,2
1,False,3.3,1,2,630.0,6.0,10,2
0,False,3.19,2,0,670.0,4.0,1,2
0,False,3.39,1,4,630.0,4.0,5,2
0,True,3.21,2,5,580.0,3.0,4,2
1,True,3.09,2,5,730.0,5.0,7,2
0,False,3.52,2,4,630.0,5.0,5,2
1,False,3.37,1,0,640.0,4.0,1,2
1,False,3.21,1,1,700.0,5.0,8,2
0,False,3.19,2,4,680.0,5.0,8,2
0,True,3.16,2,5,590.0,4.0,1,2
0,True,3.39,0,5,660.0,5.0,6,0
1,False,3.51,0,4,740.0,5.0,5,0
1,False,3.48,0,1,690.0,5.0,5,0
1,False,3.33,1,4,660.0,7.0,1,2
1,False,3.37,1,0,660.0,4.0,9,2
1,False,3.07,0,0,610.0,6.0,1,2
1,False,2.97,1,4,620.0,5.0,8,2
0,True,3.36,0,5,640.0,6.0,4,2
1,True,3.23,1,5,680.0,6.0,1,0
0,False,3.47,2,4,700.0,4.0,13,0
0,False,3.2,1,4,640.0,6.0,1,1
1,False,3.38,1,4,680.0,4.0,3,2
1,True,3.21,1,5,630.0,2.0,8,2
1,False,3.24,1,4,670.0,4.0,5,1
1,False,3.14,0,1,660.0,5.0,3,2
0,True,3.15,0,5,650.0,5.0,12,2
0,False,3.47,2,0,670.0,6.0,10,2
1,False,3.14,2,1,670.0,5.0,1,2
1,False,3.25,1,4,640.0,5.0,1,2
0,True,3.67,2,5,680.0,5.0,10,2
1,True,3.29,0,5,590.0,5.0,8,2
0,False,3.06,2,4,590.0,6.0,1,0
1,False,3.37,0,1,610.0,6.0,3,2
1,False,3.22,1,0,710.0,4.0,9,1
1,False,3.21,0,0,680.0,7.0,10,2
0,True,3.15,1,5,640.0,5.0,8,2
1,False,3.42,0,3,690.0,5.0,10,2
1,False,3.44,1,1,670.0,4.0,1,2
1,False,3.35,1,4,740.0,5.0,8,0
1,True,3.35,1,5,610.0,5.0,4,2
1,True,3.42,0,5,720.0,5.0,10,2
0,True,3.37,0,5,640.0,7.0,8,2
1,True,3.26,1,5,690.0,4.0,4,2
1,False,3.14,0,4,580.0,5.0,10,2
1,True,3.13,2,5,630.0,6.0,9,2
0,True,3.17,2,5,630.0,6.0,8,0
1,False,3.24,0,2,660.0,5.0,2,2
1,False,3.07,2,0,620.0,3.0,1,2
0,False,3.27,0,4,660.0,6.0,9,0
0,False,3.25,1,2,640.0,5.0,9,2
0,False,3.19,2,0,600.0,6.0,8,2
1,True,2.97,1,5,570.0,4.0,10,2
0,False,3.19,2,0,690.0,5.0,4,1
0,False,3.25,2,1,720.0,6.0,1,2
0,False,3.42,0,0,670.0,3.0,13,0
1,False,2.94,2,1,590.0,4.0,1,2
0,False,3.28,0,1,650.0,5.0,13,2
1,False,3.44,2,4,690.0,5.0,10,2
1,False,3.26,0,1,650.0,4.0,13,2
0,False,3.28,0,1,580.0,6.0,1,2
1,False,3.1,0,4,610.0,5.0,13,2
1,False,3.26,0,4,630.0,4.0,10,2
0,False,3.13,2,4,690.0,4.0,10,2
1,False,3.43,1,1,680.0,5.0,13,2
1,False,3.23,1,3,700.0,5.0,8,2
1,False,3.17,2,4,620.0,4.0,8,2
0,True,3.3,1,5,730.0,4.0,8,2
1,False,3.2,0,0,660.0,5.0,5,2
1,True,3.36,1,5,650.0,6.0,8,2
1,False,3.19,2,0,720.0,5.0,10,2
1,True,3.24,1,5,690.0,6.0,10,2
1,False,3.31,0,0,740.0,6.0,3,2
1,False,3.08,0,4,590.0,5.0,1,2
0,False,3.41,1,4,710.0,3.0,1,2
1,False,3.19,0,0,580.0,5.0,8,2
1,True,3.23,2,5,680.0,5.0,5,0
1,False,3.21,1,0,700.0,6.0,1,1
1,True,3.11,0,5,650.0,7.0,8,2
1,False,3.2,2,0,600.0,6.0,1,2
1,True,2.99,2,5,640.0,5.0,1,2
1,False,3.27,2,3,640.0,6.0,13,2
1,False,3.27,0,1,710.0,6.0,3,2
1,True,3.38,0,5,670.0,5.0,13,2
1,True,3.32,1,5,740.0,7.0,1,2
1,False,3.12,0,4,700.0,6.0,13,2
1,True,3.09,1,5,620.0,4.0,5,2
1,True,3.23,0,5,600.0,5.0,5,2
1,False,3.25,2,0,690.0,6.0,8,2
0,False,3.05,0,1,620.0,4.0,5,2
0,False,3.31,0,4,660.0,4.0,10,0
1,False,3.36,2,0,700.0,5.0,10,2
1,True,3.38,1,5,700.0,7.0,8,2
1,False,3.32,1,2,650.0,5.0,4,2
1,False,3.39,0,0,610.0,5.0,5,2
1,True,3.13,0,5,660.0,3.0,1,2
0,False,3.24,0,2,660.0,6.0,5,2
1,False,3.41,1,1,620.0,4.0,1,2
1,False,3.33,1,0,700.0,5.0,1,2
0,True,3.1,1,5,590.0,5.0,13,2
0,False,3.05,2,4,620.0,6.0,1,2
1,True,3.17,2,5,660.0,5.0,0,2
0,False,3.29,1,0,570.0,4.0,1,2
1,False,3.17,1,1,570.0,5.0,8,2
0,False,3.31,2,4,620.0,5.0,5,0
1,False,3.13,1,1,600.0,4.0,5,2
0,False,3.18,1,4,670.0,6.0,1,2
1,True,3.25,1,5,580.0,5.0,1,2
0,True,3.12,1,5,640.0,4.0,6,2
1,False,3.13,0,4,650.0,6.0,10,2
0,False,3.14,0,4,600.0,5.0,9,2
0,True,3.17,0,5,650.0,5.0,1,2
1,False,3.2,1,4,670.0,4.0,10,2
1,True,2.72,2,5,570.0,6.0,5,2
0,True,3.68,0,5,780.0,5.0,5,0
1,False,3.03,2,0,610.0,5.0,13,2
1,True,3.15,1,5,610.0,5.0,1,2
0,True,3.54,2,5,770.0,5.0,1,0
0,False,3.4,2,4,730.0,5.0,8,2
0,True,3.44,2,5,650.0,4.0,4,2
1,False,3.16,2,1,660.0,6.0,4,2
1,False,3.0,0,1,650.0,6.0,13,2
1,False,3.06,0,1,620.0,5.0,8,2
0,True,3.56,0,5,630.0,5.0,10,2
1,True,2.98,1,5,710.0,5.0,1,2
1,False,3.74,1,2,700.0,5.0,10,2
1,False,3.3,2,4,750.0,7.0,13,2
1,False,3.35,0,4,580.0,3.0,10,2
1,False,3.21,2,0,570.0,4.0,9,2
0,False,3.15,1,3,670.0,7.0,9,2
0,False,3.41,1,4,670.0,3.0,1,2
0,True,3.32,2,5,660.0,4.0,1,0
1,True,3.16,0,5,630.0,5.0,1,2
1,True,3.25,0,5,670.0,4.0,10,2
1,False,3.06,2,4,620.0,6.0,10,2
1,False,3.28,1,4,590.0,5.0,4,2
1,True,3.29,0,5,700.0,4.0,13,2
1,False,3.12,2,4,650.0,5.0,8,2
0,False,3.28,1,3,650.0,6.0,10,0
1,True,2.91,2,5,590.0,5.0,3,2
1,False,3.21,0,4,630.0,6.0,6,2
0,False,3.05,1,4,600.0,5.0,9,0
1,True,3.17,1,5,670.0,4.0,13,2
1,False,3.16,1,1,610.0,5.0,9,2
1,True,3.09,0,5,670.0,8.0,1,2
1,False,3.14,0,2,700.0,4.0,4,2
