[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                   
{'loss': 2.31, 'grad_norm': 1.330902338027954, 'learning_rate': 9.615384615384617e-07, 'epoch': 0.02}
{'loss': 0.342, 'grad_norm': 0.6779010891914368, 'learning_rate': 4.641500474833808e-06, 'epoch': 9.15}
{'loss': 0.3284, 'grad_norm': 0.9477985501289368, 'learning_rate': 4.5227920227920234e-06, 'epoch': 9.17}
{'loss': 0.3106, 'grad_norm': 0.8362683653831482, 'learning_rate': 4.404083570750238e-06, 'epoch': 9.19}
{'loss': 0.3259, 'grad_norm': 1.113599419593811, 'learning_rate': 4.285375118708452e-06, 'epoch': 9.21}
{'loss': 0.3363, 'grad_norm': 0.996183454990387, 'learning_rate': 4.166666666666667e-06, 'epoch': 9.23}
{'loss': 0.3705, 'grad_norm': 0.9785731434822083, 'learning_rate': 4.047958214624881e-06, 'epoch': 9.25}
{'loss': 0.2974, 'grad_norm': 0.8092617988586426, 'learning_rate': 3.929249762583096e-06, 'epoch': 9.28}
{'loss': 0.3108, 'grad_norm': 0.7824599146842957, 'learning_rate': 3.8105413105413107e-06, 'epoch': 9.3}
{'loss': 0.353, 'grad_norm': 0.5483917593955994, 'learning_rate': 3.6918328584995258e-06, 'epoch': 9.32}
{'loss': 0.3751, 'grad_norm': 0.9177576899528503, 'learning_rate': 3.5731244064577404e-06, 'epoch': 9.34}
{'loss': 0.3166, 'grad_norm': 1.1943076848983765, 'learning_rate': 3.454415954415954e-06, 'epoch': 9.36}
{'loss': 0.3129, 'grad_norm': 0.6526544094085693, 'learning_rate': 3.335707502374169e-06, 'epoch': 9.38}
{'loss': 0.3201, 'grad_norm': 0.7679968476295471, 'learning_rate': 3.216999050332384e-06, 'epoch': 9.4}
{'loss': 0.3466, 'grad_norm': 0.5932210087776184, 'learning_rate': 3.0982905982905984e-06, 'epoch': 9.42}
{'loss': 0.3751, 'grad_norm': 0.666253924369812, 'learning_rate': 2.979582146248813e-06, 'epoch': 9.45}
{'loss': 0.3348, 'grad_norm': 0.8368958234786987, 'learning_rate': 2.8608736942070276e-06, 'epoch': 9.47}
{'loss': 0.37, 'grad_norm': 0.8745579719543457, 'learning_rate': 2.7421652421652423e-06, 'epoch': 9.49}
{'loss': 0.3579, 'grad_norm': 0.702666163444519, 'learning_rate': 2.623456790123457e-06, 'epoch': 9.51}
{'loss': 0.3318, 'grad_norm': 0.6749556064605713, 'learning_rate': 2.5047483380816715e-06, 'epoch': 9.53}
{'loss': 0.3379, 'grad_norm': 0.5498714447021484, 'learning_rate': 2.386039886039886e-06, 'epoch': 9.55}
{'loss': 0.3453, 'grad_norm': 0.7153376936912537, 'learning_rate': 2.2673314339981007e-06, 'epoch': 9.57}
{'loss': 0.3121, 'grad_norm': 0.8079709410667419, 'learning_rate': 2.1486229819563153e-06, 'epoch': 9.6}
{'loss': 0.3257, 'grad_norm': 0.6626300811767578, 'learning_rate': 2.02991452991453e-06, 'epoch': 9.62}
{'loss': 0.3304, 'grad_norm': 0.760694146156311, 'learning_rate': 1.9112060778727446e-06, 'epoch': 9.64}
{'loss': 0.3483, 'grad_norm': 0.9826368093490601, 'learning_rate': 1.7924976258309592e-06, 'epoch': 9.66}
{'loss': 0.3496, 'grad_norm': 0.767102062702179, 'learning_rate': 1.673789173789174e-06, 'epoch': 9.68}
{'loss': 0.3165, 'grad_norm': 0.693915605545044, 'learning_rate': 1.5550807217473884e-06, 'epoch': 9.7}
{'loss': 0.3332, 'grad_norm': 1.0348610877990723, 'learning_rate': 1.436372269705603e-06, 'epoch': 9.72}
{'loss': 0.3341, 'grad_norm': 1.1198723316192627, 'learning_rate': 1.3176638176638179e-06, 'epoch': 9.74}
{'loss': 0.3448, 'grad_norm': 1.1505767107009888, 'learning_rate': 1.1989553656220323e-06, 'epoch': 9.77}
{'loss': 0.3547, 'grad_norm': 1.0594803094863892, 'learning_rate': 1.0802469135802469e-06, 'epoch': 9.79}
{'loss': 0.3229, 'grad_norm': 0.9491880536079407, 'learning_rate': 9.615384615384617e-07, 'epoch': 9.81}
{'loss': 0.3649, 'grad_norm': 0.5790672898292542, 'learning_rate': 8.428300094966762e-07, 'epoch': 9.83}
{'loss': 0.3566, 'grad_norm': 0.8381212949752808, 'learning_rate': 7.241215574548908e-07, 'epoch': 9.85}
{'loss': 0.3623, 'grad_norm': 1.1172574758529663, 'learning_rate': 6.054131054131054e-07, 'epoch': 9.87}
{'loss': 0.2893, 'grad_norm': 0.8189058303833008, 'learning_rate': 4.867046533713201e-07, 'epoch': 9.89}
{'loss': 0.3163, 'grad_norm': 0.7601625323295593, 'learning_rate': 3.6799620132953467e-07, 'epoch': 9.92}
{'loss': 0.3048, 'grad_norm': 0.9120784401893616, 'learning_rate': 2.492877492877493e-07, 'epoch': 9.94}
{'loss': 0.3182, 'grad_norm': 0.7134151458740234, 'learning_rate': 1.3057929724596393e-07, 'epoch': 9.96}
{'loss': 0.3525, 'grad_norm': 0.7433172464370728, 'learning_rate': 1.1870845204178539e-08, 'epoch': 9.98}
{'eval_loss': 0.3210464119911194, 'eval_accuracy': 0.9119, 'eval_f1_score': 0.9106475094908915, 'eval_precision': 0.9109259537484491, 'eval_recall': 0.910738207291911, 'eval_runtime': 1.8894, 'eval_samples_per_second': 5292.612, 'eval_steps_per_second': 165.659, 'epoch': 9.98}
{'train_runtime': 81.6191, 'train_samples_per_second': 7351.219, 'train_steps_per_second': 57.34, 'train_loss': 0.6562897853871696, 'epoch': 9.98}
